;F1;F2;Path
0;327.2127124766106;-136.36095707217254;s3://oc-ds-p8-fruits-project/data_128/r0_42.jpg
1;334.14438651974797;-137.4046760431805;s3://oc-ds-p8-fruits-project/data_128/r0_44.jpg
2;345.1969804673929;-143.65942494878428;s3://oc-ds-p8-fruits-project/data_128/r0_66.jpg
3;313.12610954302943;-128.54136138421921;s3://oc-ds-p8-fruits-project/data_128/r0_52.jpg
4;335.4247523431785;-153.48672081581586;s3://oc-ds-p8-fruits-project/data_128/r0_74.jpg
5;336.0560230373699;-131.86051549021533;s3://oc-ds-p8-fruits-project/data_128/r0_54.jpg
6;328.8073361954793;-120.42031271117686;s3://oc-ds-p8-fruits-project/data_128/r0_138.jpg
7;337.87719507254803;-138.9518445078867;s3://oc-ds-p8-fruits-project/data_128/r0_62.jpg
8;343.1537397577276;-146.83311146648572;s3://oc-ds-p8-fruits-project/data_128/r0_72.jpg
9;328.87623910923804;-123.11003425897113;s3://oc-ds-p8-fruits-project/data_128/r0_140.jpg
10;351.87828601730735;-157.41887817723952;s3://oc-ds-p8-fruits-project/data_128/r0_84.jpg
11;376.4385088863627;-169.16104317210383;s3://oc-ds-p8-fruits-project/data_128/r0_116.jpg
12;334.51862124596687;-141.75033074350495;s3://oc-ds-p8-fruits-project/data_128/r0_48.jpg
13;328.1714923340411;-136.40826838099375;s3://oc-ds-p8-fruits-project/data_128/r0_50.jpg
14;381.88685774875694;-172.8003456086489;s3://oc-ds-p8-fruits-project/data_128/r0_114.jpg
15;332.43382317534963;-134.53091371564415;s3://oc-ds-p8-fruits-project/data_128/r0_56.jpg
16;348.3668988200251;-141.62696087472705;s3://oc-ds-p8-fruits-project/data_128/r0_126.jpg
17;335.27572160973534;-149.04845934971888;s3://oc-ds-p8-fruits-project/data_128/r0_80.jpg
18;322.35211381369544;-132.1358606346551;s3://oc-ds-p8-fruits-project/data_128/r0_46.jpg
19;345.21436425724255;-159.0448575906319;s3://oc-ds-p8-fruits-project/data_128/r0_78.jpg
20;374.39532644049007;-180.0550028037353;s3://oc-ds-p8-fruits-project/data_128/r0_110.jpg
21;359.9198179733234;-153.78922445274245;s3://oc-ds-p8-fruits-project/data_128/r0_120.jpg
22;355.45298151614514;-127.88543395363408;s3://oc-ds-p8-fruits-project/data_128/r0_128.jpg
23;347.5041802402531;-141.96370769854556;s3://oc-ds-p8-fruits-project/data_128/r0_64.jpg
24;327.85185126008605;-132.50569328190093;s3://oc-ds-p8-fruits-project/data_128/r0_60.jpg
25;386.8191760834934;-181.2672250975222;s3://oc-ds-p8-fruits-project/data_128/r0_108.jpg
26;326.5471967439006;-141.8760064633315;s3://oc-ds-p8-fruits-project/data_128/r0_76.jpg
27;350.6296412267051;-157.27932977810167;s3://oc-ds-p8-fruits-project/data_128/r0_86.jpg
28;327.6293775778542;-134.17426179084342;s3://oc-ds-p8-fruits-project/data_128/r0_58.jpg
29;336.7011556273932;-116.79352150606351;s3://oc-ds-p8-fruits-project/data_128/r0_132.jpg
30;380.3832498893782;-176.16823680433203;s3://oc-ds-p8-fruits-project/data_128/r0_100.jpg
31;353.25930968336115;-161.21272161732924;s3://oc-ds-p8-fruits-project/data_128/r0_90.jpg
32;331.0779885688809;-122.73235962810627;s3://oc-ds-p8-fruits-project/data_128/r0_136.jpg
33;391.0541649347522;-184.77847514187874;s3://oc-ds-p8-fruits-project/data_128/r0_112.jpg
34;333.5843317095925;-146.7319290815201;s3://oc-ds-p8-fruits-project/data_128/r0_82.jpg
35;369.67340288821185;-157.89968569743172;s3://oc-ds-p8-fruits-project/data_128/r0_118.jpg
36;370.7010475026404;-171.94095678275096;s3://oc-ds-p8-fruits-project/data_128/r0_92.jpg
37;393.0222514190454;-189.13838815660145;s3://oc-ds-p8-fruits-project/data_128/r0_106.jpg
38;388.7706953749735;-180.30665571059816;s3://oc-ds-p8-fruits-project/data_128/r0_102.jpg
39;388.96155107969776;-181.01694308391262;s3://oc-ds-p8-fruits-project/data_128/r0_104.jpg
40;353.5767946300473;-132.2940995320166;s3://oc-ds-p8-fruits-project/data_128/r0_130.jpg
41;338.374530058159;-125.15522238150709;s3://oc-ds-p8-fruits-project/data_128/r0_134.jpg
42;351.3145490303992;-139.27675957653648;s3://oc-ds-p8-fruits-project/data_128/r0_124.jpg
