;F1;F2;Path
0;242.28502259955505;-248.43182259838923;s3://oc-ds-p8-fruits-project/data_256/r0_42.jpg
1;247.08457827133702;-253.59255869812358;s3://oc-ds-p8-fruits-project/data_256/r0_44.jpg
2;257.29994344139647;-260.47039313003665;s3://oc-ds-p8-fruits-project/data_256/r0_66.jpg
3;228.6591408214513;-240.9985625793087;s3://oc-ds-p8-fruits-project/data_256/r0_52.jpg
4;247.37862144021796;-259.51269785970936;s3://oc-ds-p8-fruits-project/data_256/r0_74.jpg
5;247.1570257461012;-254.48411999023494;s3://oc-ds-p8-fruits-project/data_256/r0_54.jpg
6;248.6873954100908;-237.21949350622913;s3://oc-ds-p8-fruits-project/data_256/r0_138.jpg
7;249.70408300908653;-256.832759589425;s3://oc-ds-p8-fruits-project/data_256/r0_62.jpg
8;256.80393077665326;-259.6338995779638;s3://oc-ds-p8-fruits-project/data_256/r0_72.jpg
9;248.9516525702747;-237.3581144403922;s3://oc-ds-p8-fruits-project/data_256/r0_140.jpg
10;260.19280009814696;-273.28957605593916;s3://oc-ds-p8-fruits-project/data_256/r0_84.jpg
11;274.7793777265734;-296.71383833341616;s3://oc-ds-p8-fruits-project/data_256/r0_116.jpg
12;245.64375157910692;-257.3652830102113;s3://oc-ds-p8-fruits-project/data_256/r0_48.jpg
13;241.4597387238852;-250.45568331667565;s3://oc-ds-p8-fruits-project/data_256/r0_50.jpg
14;281.66745523964386;-299.3934754078809;s3://oc-ds-p8-fruits-project/data_256/r0_114.jpg
15;246.11988713372264;-251.11457603999833;s3://oc-ds-p8-fruits-project/data_256/r0_56.jpg
16;260.93160825440054;-258.38987596412034;s3://oc-ds-p8-fruits-project/data_256/r0_126.jpg
17;248.44839730557558;-257.4244384959741;s3://oc-ds-p8-fruits-project/data_256/r0_80.jpg
18;237.11500989166285;-245.94186621691622;s3://oc-ds-p8-fruits-project/data_256/r0_46.jpg
19;253.2189644098262;-270.29783053686504;s3://oc-ds-p8-fruits-project/data_256/r0_78.jpg
20;270.7990105481668;-304.8658035381438;s3://oc-ds-p8-fruits-project/data_256/r0_110.jpg
21;265.03323093007947;-276.49453264280015;s3://oc-ds-p8-fruits-project/data_256/r0_120.jpg
22;271.3332826569954;-251.91360538794427;s3://oc-ds-p8-fruits-project/data_256/r0_128.jpg
23;257.74288408218456;-262.35735758262757;s3://oc-ds-p8-fruits-project/data_256/r0_64.jpg
24;242.9235018392507;-247.56464393019502;s3://oc-ds-p8-fruits-project/data_256/r0_60.jpg
25;282.58830208034044;-311.0992081346994;s3://oc-ds-p8-fruits-project/data_256/r0_108.jpg
26;245.75136244201542;-244.26676851683933;s3://oc-ds-p8-fruits-project/data_256/r0_76.jpg
27;259.62003199389466;-271.52856538759386;s3://oc-ds-p8-fruits-project/data_256/r0_86.jpg
28;241.83201077715293;-248.358783711657;s3://oc-ds-p8-fruits-project/data_256/r0_58.jpg
29;257.0595589068103;-236.86856211270475;s3://oc-ds-p8-fruits-project/data_256/r0_132.jpg
30;274.59391022277185;-310.1358549903118;s3://oc-ds-p8-fruits-project/data_256/r0_100.jpg
31;257.3474152185963;-281.4982082312195;s3://oc-ds-p8-fruits-project/data_256/r0_90.jpg
32;249.10147980747462;-240.15022038877652;s3://oc-ds-p8-fruits-project/data_256/r0_136.jpg
33;283.0374420313674;-316.6509967682866;s3://oc-ds-p8-fruits-project/data_256/r0_112.jpg
34;248.79709049981395;-253.70623594490667;s3://oc-ds-p8-fruits-project/data_256/r0_82.jpg
35;272.8282792493548;-284.47949173623573;s3://oc-ds-p8-fruits-project/data_256/r0_118.jpg
36;268.81563064814634;-298.80693272749966;s3://oc-ds-p8-fruits-project/data_256/r0_92.jpg
37;285.2361272894232;-319.8730712154004;s3://oc-ds-p8-fruits-project/data_256/r0_106.jpg
38;281.5678564093499;-316.1828271851467;s3://oc-ds-p8-fruits-project/data_256/r0_102.jpg
39;283.8171603451878;-314.4923523113213;s3://oc-ds-p8-fruits-project/data_256/r0_104.jpg
40;266.83330863214013;-255.5849663696323;s3://oc-ds-p8-fruits-project/data_256/r0_130.jpg
41;254.11974416010963;-246.60704828794408;s3://oc-ds-p8-fruits-project/data_256/r0_134.jpg
42;261.53433563319084;-261.3955178972145;s3://oc-ds-p8-fruits-project/data_256/r0_124.jpg
43;261.02930656915817;-267.20755930753825;s3://oc-ds-p8-fruits-project/data_256/r0_68.jpg
44;267.333935549912;-288.29097267492125;s3://oc-ds-p8-fruits-project/data_256/r0_88.jpg
45;269.1799708287623;-302.0652869903057;s3://oc-ds-p8-fruits-project/data_256/r0_94.jpg
46;256.3283550285926;-257.2311979318777;s3://oc-ds-p8-fruits-project/data_256/r0_70.jpg
47;260.4811080451302;-259.9396020936623;s3://oc-ds-p8-fruits-project/data_256/r0_122.jpg
48;238.26348430107043;-225.8064437116886;s3://oc-ds-p8-fruits-project/data_256/r0_142.jpg
49;270.59734464444193;-310.2290974652589;s3://oc-ds-p8-fruits-project/data_256/r0_98.jpg
50;268.7930771731188;-320.4677287941408;s3://oc-ds-p8-fruits-project/data_256/r0_96.jpg
51;236.7444776839319;64.76516093298925;s3://oc-ds-p8-fruits-project/data_256/r0_144.jpg
52;228.21876635235034;69.66640045638724;s3://oc-ds-p8-fruits-project/data_256/r0_156.jpg
53;230.78237126113285;68.05538203918582;s3://oc-ds-p8-fruits-project/data_256/r0_160.jpg
54;226.4769229082157;68.56930870002145;s3://oc-ds-p8-fruits-project/data_256/r0_152.jpg
55;232.94431048599102;70.47531315827753;s3://oc-ds-p8-fruits-project/data_256/r0_162.jpg
56;226.89258816870156;64.31275594454152;s3://oc-ds-p8-fruits-project/data_256/r0_164.jpg
57;231.31893988428874;64.28490425466927;s3://oc-ds-p8-fruits-project/data_256/r0_154.jpg
58;232.17871353214832;67.50839483071044;s3://oc-ds-p8-fruits-project/data_256/r0_150.jpg
59;227.25328748148348;64.59534247330541;s3://oc-ds-p8-fruits-project/data_256/r0_148.jpg
60;230.35297791768252;68.68331570588411;s3://oc-ds-p8-fruits-project/data_256/r0_158.jpg
61;227.72296932620083;67.38702998255991;s3://oc-ds-p8-fruits-project/data_256/r0_166.jpg
62;232.0626504163266;68.20696307842623;s3://oc-ds-p8-fruits-project/data_256/r0_146.jpg
63;260.97978514809085;61.81218495809044;s3://oc-ds-p8-fruits-project/data_256/r1_0.jpg
64;268.5521632953634;71.26920630405374;s3://oc-ds-p8-fruits-project/data_256/r1_2.jpg
65;221.51284519650585;81.19561997956737;s3://oc-ds-p8-fruits-project/data_256/r1_30.jpg
66;219.82691762026528;81.31335047377215;s3://oc-ds-p8-fruits-project/data_256/r1_28.jpg
67;223.37899396028982;76.97690043889259;s3://oc-ds-p8-fruits-project/data_256/r1_20.jpg
68;221.81705874142756;76.24051058265204;s3://oc-ds-p8-fruits-project/data_256/r1_22.jpg
69;222.00662324626688;82.10702571831935;s3://oc-ds-p8-fruits-project/data_256/r1_26.jpg
70;221.13562613467354;79.11303584846493;s3://oc-ds-p8-fruits-project/data_256/r1_24.jpg
71;235.4478343127092;89.07691413593585;s3://oc-ds-p8-fruits-project/data_256/r1_32.jpg
72;226.0670884760298;73.86899956530155;s3://oc-ds-p8-fruits-project/data_256/r1_18.jpg
73;272.25886595012423;79.07179909048432;s3://oc-ds-p8-fruits-project/data_256/r1_4.jpg
74;230.04927624839593;85.53836423317175;s3://oc-ds-p8-fruits-project/data_256/r1_34.jpg
75;209.01777603098174;50.51448613030945;s3://oc-ds-p8-fruits-project/data_256/r1_316.jpg
76;270.1659042958468;79.719797114708;s3://oc-ds-p8-fruits-project/data_256/r1_6.jpg
77;209.92818161504536;52.012519863618024;s3://oc-ds-p8-fruits-project/data_256/r1_318.jpg
78;212.7575269664915;51.64763640326798;s3://oc-ds-p8-fruits-project/data_256/r1_312.jpg
79;232.8755917192526;81.07642107891213;s3://oc-ds-p8-fruits-project/data_256/r1_38.jpg
80;238.154440622295;83.70577387444429;s3://oc-ds-p8-fruits-project/data_256/r1_40.jpg
81;266.038879619424;85.39326534613168;s3://oc-ds-p8-fruits-project/data_256/r1_8.jpg
82;230.32231888898633;83.50030122260023;s3://oc-ds-p8-fruits-project/data_256/r1_36.jpg
83;212.16588154427996;52.43843875641201;s3://oc-ds-p8-fruits-project/data_256/r1_314.jpg
84;239.9847965641203;84.07373129098585;s3://oc-ds-p8-fruits-project/data_256/r1_42.jpg
85;274.207732147586;88.86738185137762;s3://oc-ds-p8-fruits-project/data_256/r1_10.jpg
86;269.9189835611932;91.74592904619972;s3://oc-ds-p8-fruits-project/data_256/r1_12.jpg
87;235.48342488537756;81.7939108489744;s3://oc-ds-p8-fruits-project/data_256/r1_44.jpg
88;319.3738168109704;132.17648311025218;s3://oc-ds-p8-fruits-project/data_256/r1_144.jpg
89;238.89707970991157;81.04439632876897;s3://oc-ds-p8-fruits-project/data_256/r1_46.jpg
90;320.8286111636236;114.19805647344505;s3://oc-ds-p8-fruits-project/data_256/r1_156.jpg
91;322.37447823159806;131.42790849340534;s3://oc-ds-p8-fruits-project/data_256/r1_152.jpg
92;274.5930010870729;93.3486280949513;s3://oc-ds-p8-fruits-project/data_256/r1_14.jpg
93;321.7189749573177;129.91512824208846;s3://oc-ds-p8-fruits-project/data_256/r1_150.jpg
94;291.8511455632494;137.06022421155208;s3://oc-ds-p8-fruits-project/data_256/r1_120.jpg
95;321.5473178332965;129.97397153630635;s3://oc-ds-p8-fruits-project/data_256/r1_146.jpg
96;311.5191068247471;132.03682937317691;s3://oc-ds-p8-fruits-project/data_256/r1_142.jpg
97;269.1394284890458;89.29435061311547;s3://oc-ds-p8-fruits-project/data_256/r1_16.jpg
98;328.8250857027508;130.43443809147794;s3://oc-ds-p8-fruits-project/data_256/r1_154.jpg
99;321.6348911467553;122.17055952116232;s3://oc-ds-p8-fruits-project/data_256/r1_158.jpg
100;322.8136559191064;129.13779955600398;s3://oc-ds-p8-fruits-project/data_256/r1_162.jpg
101;307.2742149215411;128.11129175850255;s3://oc-ds-p8-fruits-project/data_256/r1_140.jpg
102;313.29282630209684;115.53893799463772;s3://oc-ds-p8-fruits-project/data_256/r1_164.jpg
103;317.3126592494555;125.46668313982329;s3://oc-ds-p8-fruits-project/data_256/r1_168.jpg
104;249.70826173777203;79.30212492773906;s3://oc-ds-p8-fruits-project/data_256/r1_48.jpg
105;320.5238003412532;127.47755367664058;s3://oc-ds-p8-fruits-project/data_256/r1_160.jpg
106;322.248687318189;126.63090881984508;s3://oc-ds-p8-fruits-project/data_256/r1_148.jpg
107;309.3555762464308;139.82622994027375;s3://oc-ds-p8-fruits-project/data_256/r1_132.jpg
108;271.06414321244375;137.9198445724895;s3://oc-ds-p8-fruits-project/data_256/r1_108.jpg
109;296.60460754569516;141.5394812599193;s3://oc-ds-p8-fruits-project/data_256/r1_130.jpg
110;320.45733533647706;127.67635383410223;s3://oc-ds-p8-fruits-project/data_256/r1_166.jpg
