;F1;F2;Path
0;327.2127124766106;-136.36095707217245;s3://oc-ds-p8-fruits-project/data_128/r0_42.jpg
1;334.14438651974797;-137.40467604318044;s3://oc-ds-p8-fruits-project/data_128/r0_44.jpg
2;345.1969804673928;-143.6594249487842;s3://oc-ds-p8-fruits-project/data_128/r0_66.jpg
3;313.12610954302943;-128.54136138421916;s3://oc-ds-p8-fruits-project/data_128/r0_52.jpg
4;335.42475234317845;-153.48672081581574;s3://oc-ds-p8-fruits-project/data_128/r0_74.jpg
5;336.05602303736987;-131.86051549021528;s3://oc-ds-p8-fruits-project/data_128/r0_54.jpg
6;328.8073361954793;-120.42031271117679;s3://oc-ds-p8-fruits-project/data_128/r0_138.jpg
7;337.877195072548;-138.9518445078866;s3://oc-ds-p8-fruits-project/data_128/r0_62.jpg
8;343.1537397577276;-146.83311146648566;s3://oc-ds-p8-fruits-project/data_128/r0_72.jpg
9;328.87623910923804;-123.11003425897106;s3://oc-ds-p8-fruits-project/data_128/r0_140.jpg
10;351.87828601730735;-157.41887817723943;s3://oc-ds-p8-fruits-project/data_128/r0_84.jpg
11;376.4385088863627;-169.16104317210375;s3://oc-ds-p8-fruits-project/data_128/r0_116.jpg
12;334.5186212459669;-141.75033074350486;s3://oc-ds-p8-fruits-project/data_128/r0_48.jpg
13;328.1714923340411;-136.40826838099366;s3://oc-ds-p8-fruits-project/data_128/r0_50.jpg
14;381.8868577487568;-172.8003456086488;s3://oc-ds-p8-fruits-project/data_128/r0_114.jpg
15;332.43382317534963;-134.53091371564403;s3://oc-ds-p8-fruits-project/data_128/r0_56.jpg
16;348.36689882002497;-141.626960874727;s3://oc-ds-p8-fruits-project/data_128/r0_126.jpg
17;335.27572160973534;-149.04845934971877;s3://oc-ds-p8-fruits-project/data_128/r0_80.jpg
18;322.35211381369544;-132.13586063465502;s3://oc-ds-p8-fruits-project/data_128/r0_46.jpg
19;345.2143642572425;-159.0448575906318;s3://oc-ds-p8-fruits-project/data_128/r0_78.jpg
20;374.39532644049;-180.05500280373528;s3://oc-ds-p8-fruits-project/data_128/r0_110.jpg
21;359.91981797332335;-153.78922445274242;s3://oc-ds-p8-fruits-project/data_128/r0_120.jpg
22;355.4529815161451;-127.88543395363399;s3://oc-ds-p8-fruits-project/data_128/r0_128.jpg
23;347.50418024025305;-141.96370769854545;s3://oc-ds-p8-fruits-project/data_128/r0_64.jpg
24;327.85185126008605;-132.50569328190088;s3://oc-ds-p8-fruits-project/data_128/r0_60.jpg
25;386.8191760834934;-181.26722509752216;s3://oc-ds-p8-fruits-project/data_128/r0_108.jpg
26;326.54719674390054;-141.8760064633314;s3://oc-ds-p8-fruits-project/data_128/r0_76.jpg
27;350.6296412267051;-157.27932977810156;s3://oc-ds-p8-fruits-project/data_128/r0_86.jpg
28;327.6293775778542;-134.17426179084336;s3://oc-ds-p8-fruits-project/data_128/r0_58.jpg
29;336.7011556273932;-116.79352150606346;s3://oc-ds-p8-fruits-project/data_128/r0_132.jpg
30;380.38324988937825;-176.1682368043319;s3://oc-ds-p8-fruits-project/data_128/r0_100.jpg
31;353.25930968336115;-161.21272161732912;s3://oc-ds-p8-fruits-project/data_128/r0_90.jpg
32;331.0779885688809;-122.7323596281062;s3://oc-ds-p8-fruits-project/data_128/r0_136.jpg
33;391.05416493475207;-184.77847514187863;s3://oc-ds-p8-fruits-project/data_128/r0_112.jpg
34;333.5843317095925;-146.73192908152;s3://oc-ds-p8-fruits-project/data_128/r0_82.jpg
35;369.6734028882118;-157.89968569743172;s3://oc-ds-p8-fruits-project/data_128/r0_118.jpg
36;370.70104750264034;-171.94095678275085;s3://oc-ds-p8-fruits-project/data_128/r0_92.jpg
37;393.0222514190454;-189.13838815660137;s3://oc-ds-p8-fruits-project/data_128/r0_106.jpg
38;388.7706953749735;-180.30665571059805;s3://oc-ds-p8-fruits-project/data_128/r0_102.jpg
39;388.96155107969764;-181.01694308391254;s3://oc-ds-p8-fruits-project/data_128/r0_104.jpg
40;353.5767946300473;-132.29409953201653;s3://oc-ds-p8-fruits-project/data_128/r0_130.jpg
41;338.37453005815894;-125.15522238150703;s3://oc-ds-p8-fruits-project/data_128/r0_134.jpg
42;351.3145490303991;-139.27675957653642;s3://oc-ds-p8-fruits-project/data_128/r0_124.jpg
43;351.18100613504123;-148.66102668329148;s3://oc-ds-p8-fruits-project/data_128/r0_68.jpg
44;365.33208856838985;-166.2642777505449;s3://oc-ds-p8-fruits-project/data_128/r0_88.jpg
45;371.4836082681446;-174.36264268557846;s3://oc-ds-p8-fruits-project/data_128/r0_94.jpg
46;342.0617475895994;-145.44054076292053;s3://oc-ds-p8-fruits-project/data_128/r0_70.jpg
47;348.70613654383584;-141.37359838158775;s3://oc-ds-p8-fruits-project/data_128/r0_122.jpg
48;312.8569259077056;-117.89203872198833;s3://oc-ds-p8-fruits-project/data_128/r0_142.jpg
49;377.3562276429318;-175.8509392656751;s3://oc-ds-p8-fruits-project/data_128/r0_98.jpg
50;381.14938523398445;-185.05496843318582;s3://oc-ds-p8-fruits-project/data_128/r0_96.jpg
51;194.85666578408396;166.58323161909823;s3://oc-ds-p8-fruits-project/data_128/r0_144.jpg
52;186.32051289257163;169.29315216741955;s3://oc-ds-p8-fruits-project/data_128/r0_156.jpg
53;189.73351379787076;170.9535190290191;s3://oc-ds-p8-fruits-project/data_128/r0_160.jpg
54;185.84147956080707;169.45239304380874;s3://oc-ds-p8-fruits-project/data_128/r0_152.jpg
55;190.25266541907607;170.56995421062587;s3://oc-ds-p8-fruits-project/data_128/r0_162.jpg
